Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PowerMock (embedded)).as(default)"
     1,     37,    37.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EmailMessageBeanLocal_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mule (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jetbrick Template (embedded)).as(default)"
     1,     50,    50.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SolicitudDotacionBOImplBeanLocal_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Log.io (embedded)).as(default)"
     1,     90,    90.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TransferenciaPK_java.html)"
     1,     98,    98.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CabceraInterfProcdoraTotls_java.html)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.14.html)"
     1,    169,   169.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DivisaIdNombreDTO_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SSL (embedded)).as(default)"
     1,     62,    62.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, InicioFinTurnoBOImplBeanLocal_java.html)"
   113,    263,     2.33, TechnologyTag.performParameterized
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SQLite Driver).as(default)"
     1,    105,   105.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.29.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,3scale (embedded)).as(default)"
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.3.html)"
     1,    115,   115.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.70.html)"
     1,    813,   813.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Divisa_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,BeanInject (embedded)).as(default)"
     1,    806,   806.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DenominacionDeDivisaPK_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Commons Validator (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Peaberry (embedded)).as(default)"
     1,    134,   134.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RecepcionEfectivoGridMB_java.html)"
     1,    177,   177.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.108.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Syringe (embedded)).as(default)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleTransferencia_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GIN (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SwarmCache (embedded)).as(default)"
     1,    107,   107.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TipoDeOperacionDAOImplBeanLocal_java.html)"
     1,    152,   152.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoProcesadoraDAOImplBeanLocal_java.html)"
     1,     97,    97.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.104.html)"
     1,    490,   490.00, "FreeMarkerIterationOperation.render(/reports/templates/java_application.ftl, ApplicationDetails_1111_1_0_SNAPSHOT_ear.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jetty (embedded)).as(default)"
     1,     94,    94.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.91.html)"
     1,     89,    89.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Caja_java.html)"
  6885,   5057,     0.73, "FileService.createByFilePath(parentFile, filePath)"
     1,     75,    75.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ModulosSistemaAeweb_java.html)"
     1,     32,    32.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.24.html)"
     1,     52,    52.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EtvDTO_java.html)"
     1,    129,   129.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AgrupadorAeweb_java.html)"
     1,    109,   109.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.67.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Iroh (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Karaf (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,LiferayFaces (embedded)).as(default)"
     1,    131,   131.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.75.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.RMIServiceModel).as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Snippetory Template Engine (embedded)).as(default)"
     1,     78,    78.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.27.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Flume (embedded)).as(default)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Orion EJB XML).as(default)"
     1,     12,    12.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-webservices-bnd.xmi).has(rootTagName,EQUALS,WSBinding).as(default)"
   139,     42,     0.30, GraphService.findAllByProperty(ClassificationModel-classification)
   170,      3,     0.02, iterableHasContent
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss logging (embedded)).as(default)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TipoMovimientoBOImplBean_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Tapestry (embedded)).as(default)"
     1,    102,   102.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Contrato_java.html)"
    54,      1,     0.02, projectModelToOrganizations
   484,    679,     1.40, GraphService.findAllByPropertyMatchingRegex(filePath)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Trunk JGuard (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ICEfaces (embedded)).as(default)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Kibana (embedded)).as(default)"
     1,    103,   103.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MovimientosS018_java.html)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CajaDeTurnoDAOImplBeanLocal_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jcabi Log (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Plexus Container (embedded)).as(default)"
     2,      3,     1.50, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Liferay (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EclipseLink (embedded)).as(default)"
     1,      9,     9.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,jboss).has(fileName,EQUALS,jboss.xml).as(default)"
     1,     15,    15.00, Query.fromType(org.jboss.windup.rules.apps.xml.model.DoctypeMetaModel).gremlin()org.jboss.windup.rules.apps.javaee.rules.DiscoverHibernateMappingRuleProvider$1@62ddbd20.as(default)
     1,      2,     2.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JsFileModel).as(default)
     1,    121,   121.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DiasInhabilesGridMB_java.html)"
     1,      4,     4.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HtmlFileModel).as(default)
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.101.html)"
     1,    112,   112.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoFechasContablesBOImplBean_java.html)"
     2,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.SpringBeanModel).as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Atomikos JTA (embedded)).as(default)"
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.41.html)"
   193,    112,     0.58, getUniqueByName(qualifiedName)
   925,     84,     0.09, getTechnologyTagsForFile
     1,     35,    35.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TotalesRecepcionEfectivoDTODAOImplBeanLocal_java.html)"
 32141,     18,     0.00, FilePathComparator
     2,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbMessageDrivenModel).as(default)
     1,    100,   100.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.64.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSilver (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Messaging Client (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Everit JTA (embedded)).as(default)"
     1,     89,    89.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleDeCortePK_java.html)"
     1,    153,   153.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JavaClassFileModel).gremlin().has(parseError,NOT_DEFINED,null).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ActiveMQ (embedded)).as(default)"
     1,     98,    98.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CajaHabilitadaPorTurnoDAOImplBeanLocal_java.html)"
     1,     84,    84.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.92.html)"
     1,    112,   112.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.12.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Memcached client (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Resource Adapter (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,DbUnit (embedded)).as(default)"
     1,      9,     9.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,weblogic-ejb-jar).as(default)"
     1,    102,   102.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CajaHabilitadaPorTurnoPK_java.html)"
     1,     13,    13.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*drools.*\.jar$).as(default)"
     1,     62,    62.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.59.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Seam (embedded)).as(default)"
   193,  23844,   123.54, XmlFile.evaluate
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Accumulo Client).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Airlift Log Manager (embedded)).as(default)"
     1,    117,   117.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CabceraInterfProcdoraTotlsPK_java.html)"
     1,     99,    99.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.html)"
     1,    115,   115.00, "FreeMarkerIterationOperation.render(/reports/templates/hardcoded_ip_addresses.ftl, hardcoded_ipsAdministracionEfectivo_EAR_module.html)"
     1,  28530, 28530.00, AnalyzeJavaFilesRuleProvider.analyzeFile
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hdiv (embedded)).as(default)"
     1,    139,   139.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ModuloSistemaGridMB_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Water Template Engine (embedded)).as(default)"
     1,     50,    50.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.html)"
     1,    118,   118.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ProcesadoraGridMB_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ikasan (embedded)).as(default)"
     1,     94,    94.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, UnidadDeNegocio_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hazelcast (embedded)).as(default)"
     1,   1625,  1625.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleDeDivisaPorEnvasePK_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OpenFaces (embedded)).as(default)"
     1,   1297,  1297.00, "FreeMarkerIterationOperation.render(/reports/templates/techReport-boxes.ftl, techReport_AdministracionEfectivo_EAR_module.html)"
     1,    132,   132.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Etv_java.html)"
     1,    154,   154.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoCuentaMayorDAOImplBeanLocal_java.html)"
     1,    113,   113.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, recepcionDeposito_xhtml.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Macros (embedded)).as(default)"
     1,    811,   811.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoContratoDAOImplBeanLocal_java.html)"
   212,     24,     0.11, sortProjectTraversalsByPathAscending
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatGeneralAeWebDAOImplBeanLocal_java.html)"
     1,      5,     5.00, Query.fromType(org.jboss.windup.reporting.model.TechnologyUsageStatisticsModel).as(default)
     1,     34,    34.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoEstaticosBOImplBean_java.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OW2 Log Util (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HTTP Client (embedded)).as(default)"
     1,     35,    35.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.38.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apiman (embedded)).as(default)"
     1,    121,   121.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.31.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WebLogic Web XML).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WebSphere EJB Ext).as(default)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Twitter Util Logging (embedded)).as(default)"
     1,    122,   122.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoTurnoDAOImplBeanLocal_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AcrIS Security (embedded)).as(default)"
     1,    149,   149.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Banco_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mockito (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.JmsDestinationModel).gremlin().has(destinationType,EQUALS,TOPIC).as(default)"
     1,     77,    77.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TipoDeOperacionBOImplBean_java.html)"
     1,     87,    87.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoSubBovedaDAOImplBeanLocal_java.html)"
     1,     62,    62.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoMensajeAewebDAOImplBean_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Synapse (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,CDI (embedded)).as(default)"
    62,    146,     2.35, getEffortDetailsForProjectTraversal
124232,    101,     0.00, TypeInterestFactory.matchesAny(text).cacheCheck
     1,     97,    97.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoCuentaDAOImplBeanLocal_java.html)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.22.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Javax Inject (embedded)).as(default)"
     1,    102,   102.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, applicationContext_xml.69.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Coherence (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Oracle Forms (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Grails (embedded)).as(default)"
     1,     87,    87.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CuentaUnidadNegocioGridMB_java.html)"
     1,    118,   118.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ConsultayReportesProcesadoraGridMB_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,NLOG4J (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Play Test (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Pega (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AngularFaces (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WebSphere WS Binding).as(default)"
     1,    101,   101.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DivisaGridMB_java.html)"
     1,     77,    77.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AeWebContextListener_java.html)"
     2,      0,     0.00, isFileADirectory
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ANTLR StringTemplate (embedded)).as(default)"
     1,     94,    94.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RecepcionEfectivoBOImplBean_java.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbEntityBeanModel).as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,UberFire (embedded)).as(default)"
   100,     19,     0.19, sortFilesByPathAscending
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Needle (embedded)).as(default)"
     1,     64,    64.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.86.html)"
     1,     45,    45.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Executable_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Blaze (embedded)).as(default)"
     1,    170,   170.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.20.html)"
 18906,    630,     0.03, GraphService.create
   100,      9,     0.09, projectModelToSha1
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Commons JCS (embedded)).as(default)"
     1,    191,   191.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HistDeVerificacion_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.DataSourceModel).gremlin().has(isXA,EQUALS,false).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Petals EIP (embedded)).as(default)"
     1,     99,    99.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FichaDeposito_java.html)"
     1,      3,     3.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[IMPORT]).as(ac3da10e-518d-4962-b3b5-c27fa367b920)"
     1,    114,   114.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.34.html)"
     2,      1,     0.50, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.DataSourceModel).gremlin().has(isXA,EQUALS,true).as(default)"
     1,    117,   117.00, "FreeMarkerIterationOperation.render(/reports/templates/about_windup.ftl, about_1111_1_0_SNAPSHOT_ear.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Clustering Web Session).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,RabbitMQ Client (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GFC Logging (embedded)).as(default)"
     1,    142,   142.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Log4j_properties.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ShiftOne (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HavaRunner (embedded)).as(default)"
     1,    118,   118.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, taskContext_xml.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSS4J (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.WindupJavaConfigurationModel).gremlin().has(classNotFoundAnalysisEnabled,EQUALS,true).as(default)"
     1,     46,    46.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.90.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Google Guice (embedded)).as(default)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD_CALL]).as(51dcab05-b3aa-4811-a4d1-5cf240938f19)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSON-B).as(default)"
     1,     35,    35.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.49.html)"
     1,     27,    27.00, "FreeMarkerIterationOperation.render(/reports/templates/embedded.ftl, tattletale_1111_1_0_SNAPSHOT_ear.html)"
     1,    120,   120.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FileUploadRenderer_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MinLog (embedded)).as(default)"
     1,    131,   131.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoSIRHBOImplBean_java.html)"
     1,     68,    68.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HistTurnoEnOperacion_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,H2 Driver).as(default)"
     1,    105,   105.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.10.html)"
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.42.html)"
     1,    109,   109.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, OperacionProcesadoraDTODAOImplBeanLocal_java.html)"
     1,    141,   141.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MovimientosS019_java.html)"
     1,    148,   148.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.110.html)"
     1,     34,    34.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.21.html)"
     1,    101,   101.00, "FreeMarkerIterationOperation.render(/reports/templates/about_windup.ftl, about_global.html)"
   333,     32,     0.10, abstractGetPrettyPathForFile
     1,     99,    99.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Messages_en_properties.html)"
