Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java Transaction API (embedded)).as(default)"
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.39.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XACML (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Handlebars (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbSessionBeanModel).gremlin().has(sessionType,EQUALS,Stateful).as(default)"
     1,     77,    77.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Diferencia_java.html)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoCajaBOImplBean_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss Web XML).as(default)"
  3827,     21,     0.01, GraphService.findAllByProperty(qualifiedName)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PicoContainer (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mycontainer JTA (embedded)).as(default)"
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.55.html)"
     1,    510,   510.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatGeneralAewebPK_java.html)"
     1,      6,     6.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*jdbc.*\.jar$).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,RichFaces (embedded)).as(default)"
     1,     77,    77.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AjaxBehaviorHandler_java.html)"
     1,    194,   194.00, getArchiveSHA1ToPathMapper
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Santuario (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Sirona JTA (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBehave (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spock (embedded)).as(default)"
     1,      3,     3.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*teiid.*\.jar$).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,0MQ Client (embedded)).as(default)"
     1,    390,   390.00, getTechnologyTagsForProjectTraversal
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cloudera (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ehcache (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Meecrowave JTA (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AspectJ (embedded)).as(default)"
     1,    100,   100.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EmpleadoGridMB_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Guava Testing (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jersey (embedded)).as(default)"
     1,     33,    33.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoCajaDAOImplBeanLocal_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MRules (embedded)).as(default)"
     1,      7,     7.00, Query.fromType(org.jboss.windup.rules.apps.java.model.project.MavenProjectModel).as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,RocketMQ Client (embedded)).as(default)"
     1,     87,    87.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleDotacionPK_java.html)"
     1,      1,     1.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbSessionBeanModel).as(default)
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.java.model.JavaSourceFileModel).as(default)
     1,      2,     2.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbSessionBeanModel).gremlin().has(sessionType,EQUALS,Stateless).as(default)"
     1,     85,    85.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.57.html)"
     1,     33,    33.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.102.html)"
     1,      5,     5.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,jboss-seam.*\.jar$).as(default)"
     1,    103,   103.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoDivisaBOImplBean_java.html)"
     1,     54,    54.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SirhGridMB_java.html)"
     1,     51,    51.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleDotacion_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GlassFish JTA (embedded)).as(default)"
     1,     75,    75.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.61.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.graph.model.WindupConfigurationModel).gremlin().has(csv,EQUALS,true).as(default)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[ANNOTATION]).as(37284acf-de98-4eb7-bb98-24201e6adc2d)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PicketLink (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Micrometer (embedded)).as(default)"
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CortePK_java.html)"
     1,     99,    99.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AsginarTurnosBOImplBeanLocal_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EAR).as(default)"
     1,     73,    73.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SubBovedaPK_java.html)"
     1,     79,    79.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ImageCropperRenderer_java.html)"
     1,     75,    75.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleDeMovimientoS018_java.html)"
     1,     79,    79.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ComprobanteDAOImplBeanLocal_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Lumberjack (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OpenWS (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache HBase Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSecurity (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Play (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PrimeFaces (embedded)).as(default)"
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TotalesRecepcionEfectivoDTO_java.html)"
     1,     72,    72.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PushServlet_java.html)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.98.html)"
     1,      5,     5.00, Query.fromType(org.jboss.windup.rules.apps.java.archives.model.IdentifiedArchiveModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Transactions (embedded)).as(default)"
     1,     76,    76.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.60.html)"
     1,     85,    85.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Cuenta_java.html)"
     1,     69,    69.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, OperacionProcesadoraDTO_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Arquillian (embedded)).as(default)"
     1,     47,    47.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EtvIdnNombreDTO_java.html)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleDeCorte_java.html)"
     1,    220,   220.00, "FreeMarkerIterationOperation.render(/reports/templates/ejb.ftl, ejbreport_AdministracionEfectivo_EAR_module.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AMQP Client (embedded)).as(default)"
     1,    110,   110.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoBancoBOImplBean_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Swagger (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.NamespaceMetaModel).gremlin().has(namespaceURI,EQUALS,http://java.sun.com/xml/ns/persistence).as(default)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.86.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PicketBox (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JMustache (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss EJB XML).as(default)"
     1,     36,    36.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.99.html)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[CONSTRUCTOR_CALL]).as(358a682d-95a6-4b78-a007-2b4948605269)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Blitz4j (embedded)).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.java.model.WindupJavaConfigurationModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JAXB).as(default)"
     1,     70,    70.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Transferencia_java.html)"
     1,     75,    75.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.6.html)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SolicitudDotacion_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Easy Rules (embedded)).as(default)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SolicitudDotacionGridMB_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Properties).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JFreeChart (embedded)).as(default)"
     1,     50,    50.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.html)"
     1,     68,    68.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoUnidadNegocioDAOImpBeanLocal_java.html)"
 35005,    153,     0.00, TypeInterestFactory.matchesAny(text).manualSearch
     1,      4,     4.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-ejb-jar-bnd.xmi).has(rootTagName,EQUALS,EJBJarBinding).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JCache (embedded)).as(default)"
  2473,    113,     0.05, GraphService.findAllByProperty(name)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ServiceMix (embedded)).as(default)"
     1,      1,     1.00, Query.fromType(org.jboss.windup.rules.apps.java.ip.HardcodedIPLocationModel).as(default)
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DiasInhabiles_java.html)"
     1,     12,    12.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JPAPersistenceUnitModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java EE Batch API).as(default)"
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DenominacionDeDivisa_java.html)"
     1,     69,    69.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.71.html)"
     1,     26,    26.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TurnoGridMB_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Restito (embedded)).as(default)"
     1,    108,   108.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, BitacoraPK_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OACC (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OCPsoft Logging Utils (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring DI (embedded)).as(default)"
     1,     74,    74.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoDivisaDAOImplBeanLocal_java.html)"
     1,     45,    45.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.87.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Composite Logging JCL (embedded)).as(default)"
     1,     99,    99.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DenominacionesDivisaMB_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.JmsDestinationModel).gremlin().has(destinationType,EQUALS,QUEUE).as(default)"
     1,     66,    66.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.84.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mule Functional Test Framework (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Test Interface (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Micro DI (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Boot (embedded)).as(default)"
     1,     49,    49.00, "FreeMarkerIterationOperation.render(/reports/templates/embedded.ftl, tattletale_AdministracionEfectivo_EAR_module.html)"
     1,     27,    27.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoFechasContablesDAOImplBeanLocal_java.html)"
     1,      1,     1.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[IMPORT]).as(ce60c142-b599-4518-80fc-642c36052cad)"
     5,     45,     9.00, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Anakia (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OWASP ESAPI (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logging to Socket Handler).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XFire (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Qpid Client (embedded)).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HibernateEntityModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JACC).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,DVSL (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,tinylog (embedded)).as(default)"
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FileUploadFilter_java.html)"
     1,    127,   127.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoBancoDAOImplBeanLocal_java.html)"
     1,     77,    77.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ToolboxAvailable_java.html)"
  1894,    135,     0.07, GraphService.findAllByProperty(stats.name)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logback (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Dynacache (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Silk DI (embedded)).as(default)"
     1,      4,     4.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,weblogic-web-app).as(default)"
     1,     69,    69.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Lote_java.html)"
     1,      8,     8.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,web-app).has(fileName,NOT_EQUALS,geronimo-web.xml).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Camunda (embedded)).as(default)"
     1,     91,    91.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Captcha_java.html)"
     1,     56,    56.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoMensajeAewebBOImpBean_java.html)"
     1,     26,    26.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoProcesadoraBOImplBean_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Teiid (embedded)).as(default)"
     1,     14,    14.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*myfaces-[(api)|(impl)|(bundle)].*\.jar$).as(default)"
     1,     47,    47.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EtvMB_java.html)"
     1,     60,    60.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoTurnoBOImplBean_java.html)"
    31,     39,     1.26, DiscoverPropertiesFilesRuleProvider.perform
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EtlUnit (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSTL (embedded)).as(default)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoEtvBOImplBeanLocal_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSF (embedded)).as(default)"
     1,      5,     5.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[ANNOTATION]).as(23b14a9f-8ae0-4769-b9eb-49a14196b872)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OW2 JTA (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Portlet (embedded)).as(default)"
   145,     48,     0.33, GraphService.findAllByProperty(mavenIdentifier)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cfg Engine (embedded)).as(default)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoCuentaBOImplBean_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Log4J (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OPS4J Pax Logging Service (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AOP Alliance (embedded)).as(default)"
     1,     43,    43.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.63.html)"
     1,     91,    91.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DivisaDTO_java.html)"
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ModuloSistemaMB_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JMockit (embedded)).as(default)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoCuentaMayorBOImplBean_java.html)"
   651,     11,     0.02, getMigrationEffortPointsForFile
     1,     81,    81.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MessageBOImplBean_java.html)"
     1,     76,    76.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Recepcion_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Chunk Templates (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MyFaces (embedded)).as(default)"
     1,     57,    57.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.103.html)"
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.96.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Axis2 (embedded)).as(default)"
    33,    157,     4.76, Hint.performParameterized
     1,     88,    88.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleInterfaceProcesadoraPK_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TestNG (embedded)).as(default)"
     1,    181,   181.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RecepcionPK_java.html)"
     1,   1024,  1024.00, "FreeMarkerIterationOperation.render(/reports/templates/techReport-punchCard.ftl, techReport_punch.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WS Metadata).as(default)"
     1,    148,   148.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoDenominacionesDivisaBOImplBean_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Weld (embedded)).as(default)"
     2,     63,    31.50, getEffortCountForProjectByIssueCategory
     1,     47,    47.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.83.html)"
     1,     40,    40.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Messages_properties.html)"
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoCpaeBOImplBeanLocal_java.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbDeploymentDescriptorModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Aries (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MckoiSQLDB Driver).as(default)"
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoUnidadNegocioBOImplBean_java.html)"
     1,     57,    57.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Empleado_java.html)"
     1,     76,    76.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.41.html)"
     1,     66,    66.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.30.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SNMP4J (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Kotlin Logging (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Akka Testkit (embedded)).as(default)"
     1,     94,    94.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Turno_java.html)"
     1,     27,    27.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.88.html)"
